Week_end,Indicator,High_industry,Value
2019-09-29,Weekly earnings - median - 20 days,B Goods Producing,1107
2019-09-29,Weekly earnings - median - 20 days,C Services,951.56
2019-09-29,Weekly earnings - median - 20 days,Z No Match,566.4
2019-09-29,Weekly earnings - upper quartile - 20 days,Total,1400
2019-09-29,Weekly earnings - upper quartile - 20 days,A Primary,1266.02
2019-09-29,Weekly earnings - upper quartile - 20 days,B Goods Producing,1452.62
2019-09-29,Weekly earnings - upper quartile - 20 days,C Services,1400
2019-09-29,Weekly earnings - upper quartile - 20 days,Z No Match,875
2019-09-29,Weekly earnings - lower quartile - 20 days,Total,617.03
2019-09-29,Weekly earnings - lower quartile - 20 days,A Primary,600
2019-09-29,Weekly earnings - lower quartile - 20 days,B Goods Producing,840
2019-09-29,Weekly earnings - lower quartile - 20 days,C Services,557.5
2019-09-29,Weekly earnings - lower quartile - 20 days,Z No Match,274.35
2019-10-06,Number of paid jobs - 20 days,Total,1876640
2019-10-06,Number of paid jobs - 20 days,A Primary,75760
2019-10-06,Number of paid jobs - 20 days,B Goods Producing,346360
2019-10-06,Number of paid jobs - 20 days,C Services,1426360
2019-10-06,Number of paid jobs - 20 days,Z No Match,28150
2019-10-06,Weekly earnings - median - 20 days,Total,984
2019-10-06,Weekly earnings - median - 20 days,A Primary,945.38
2019-10-06,Weekly earnings - median - 20 days,B Goods Producing,1118.15
2019-10-06,Weekly earnings - median - 20 days,C Services,958.37
2019-10-06,Weekly earnings - median - 20 days,Z No Match,522.5
2019-10-06,Weekly earnings - upper quartile - 20 days,Total,1409.92
2019-10-06,Weekly earnings - upper quartile - 20 days,A Primary,1261.54
2019-10-06,Weekly earnings - upper quartile - 20 days,B Goods Producing,1466.85
2019-10-06,Weekly earnings - upper quartile - 20 days,C Services,1408.7
2019-10-06,Weekly earnings - upper quartile - 20 days,Z No Match,850
2019-10-06,Weekly earnings - lower quartile - 20 days,Total,623.42
2019-10-06,Weekly earnings - lower quartile - 20 days,A Primary,587.94
2019-10-06,Weekly earnings - lower quartile - 20 days,B Goods Producing,843.75
2019-10-06,Weekly earnings - lower quartile - 20 days,C Services,570
2019-10-06,Weekly earnings - lower quartile - 20 days,Z No Match,221.13
2019-10-13,Number of paid jobs - 20 days,Total,1885780
2019-10-13,Number of paid jobs - 20 days,A Primary,77260
2019-10-13,Number of paid jobs - 20 days,B Goods Producing,347180
2019-10-13,Number of paid jobs - 20 days,C Services,1438300
2019-10-13,Number of paid jobs - 20 days,Z No Match,23040
2019-10-13,Weekly earnings - median - 20 days,Total,984.04
2019-10-13,Weekly earnings - median - 20 days,A Primary,938.52
2019-10-13,Weekly earnings - median - 20 days,B Goods Producing,1116
2019-10-13,Weekly earnings - median - 20 days,C Services,957.83
2019-10-13,Weekly earnings - median - 20 days,Z No Match,531
2019-10-13,Weekly earnings - upper quartile - 20 days,Total,1409.52
2019-10-13,Weekly earnings - upper quartile - 20 days,A Primary,1255
2019-10-13,Weekly earnings - upper quartile - 20 days,B Goods Producing,1461.54
2019-10-13,Weekly earnings - upper quartile - 20 days,C Services,1409.21
2019-10-13,Weekly earnings - upper quartile - 20 days,Z No Match,838.36
2019-10-13,Weekly earnings - lower quartile - 20 days,Total,619.23
2019-10-13,Weekly earnings - lower quartile - 20 days,A Primary,576.66
2019-10-13,Weekly earnings - lower quartile - 20 days,B Goods Producing,841.52
2019-10-13,Weekly earnings - lower quartile - 20 days,C Services,564.38
2019-10-13,Weekly earnings - lower quartile - 20 days,Z No Match,240.01
2019-10-20,Number of paid jobs - 20 days,Total,1899370
2019-10-20,Number of paid jobs - 20 days,A Primary,79040
2019-10-20,Number of paid jobs - 20 days,B Goods Producing,346540
2019-10-20,Number of paid jobs - 20 days,C Services,1452760
2019-10-20,Number of paid jobs - 20 days,Z No Match,21030
2019-10-20,Weekly earnings - median - 20 days,Total,985.28
2019-10-20,Weekly earnings - median - 20 days,A Primary,930.87
2019-10-20,Weekly earnings - median - 20 days,B Goods Producing,1115.38
2019-10-20,Weekly earnings - median - 20 days,C Services,960
2019-10-20,Weekly earnings - median - 20 days,Z No Match,413.1
2019-10-20,Weekly earnings - upper quartile - 20 days,Total,1409.19
2019-10-20,Weekly earnings - upper quartile - 20 days,A Primary,1258.59
2019-10-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1459.86
2019-10-20,Weekly earnings - upper quartile - 20 days,C Services,1408.5
2019-10-20,Weekly earnings - upper quartile - 20 days,Z No Match,760
2019-10-20,Weekly earnings - lower quartile - 20 days,Total,620
2019-10-20,Weekly earnings - lower quartile - 20 days,A Primary,579.67
2019-10-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,842.84
2019-10-20,Weekly earnings - lower quartile - 20 days,C Services,566.5
2019-10-20,Weekly earnings - lower quartile - 20 days,Z No Match,213.75
2019-10-27,Number of paid jobs - 20 days,Total,1903550
2019-10-27,Number of paid jobs - 20 days,A Primary,80190
2019-10-27,Number of paid jobs - 20 days,B Goods Producing,347790
2019-10-27,Number of paid jobs - 20 days,C Services,1452080
2019-10-27,Number of paid jobs - 20 days,Z No Match,23480
2019-10-27,Weekly earnings - median - 20 days,Total,990
2019-10-27,Weekly earnings - median - 20 days,A Primary,960.89
2019-10-27,Weekly earnings - median - 20 days,B Goods Producing,1107.14
2019-10-27,Weekly earnings - median - 20 days,C Services,961.54
2019-10-27,Weekly earnings - median - 20 days,Z No Match,488.98
2019-10-27,Weekly earnings - upper quartile - 20 days,Total,1408.75
2019-10-27,Weekly earnings - upper quartile - 20 days,A Primary,1278.83
2019-10-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1447.3
2019-10-27,Weekly earnings - upper quartile - 20 days,C Services,1412.2
2019-10-27,Weekly earnings - upper quartile - 20 days,Z No Match,816.25
2019-10-27,Weekly earnings - lower quartile - 20 days,Total,628.35
2019-10-27,Weekly earnings - lower quartile - 20 days,A Primary,621.3
2019-10-27,Weekly earnings - lower quartile - 20 days,B Goods Producing,841.32
2019-10-27,Weekly earnings - lower quartile - 20 days,C Services,572.88
2019-10-27,Weekly earnings - lower quartile - 20 days,Z No Match,221.08
2019-11-03,Number of paid jobs - 20 days,Total,1924520
2019-11-03,Number of paid jobs - 20 days,A Primary,82440
2019-11-03,Number of paid jobs - 20 days,B Goods Producing,351330
2019-11-03,Number of paid jobs - 20 days,C Services,1464650
2019-11-03,Number of paid jobs - 20 days,Z No Match,26100
2019-11-03,Weekly earnings - median - 20 days,Total,1000
2019-11-03,Weekly earnings - median - 20 days,A Primary,961.54
2019-11-03,Weekly earnings - median - 20 days,B Goods Producing,1121.97
2019-11-03,Weekly earnings - median - 20 days,C Services,976
2019-11-03,Weekly earnings - median - 20 days,Z No Match,547.45
2019-11-03,Weekly earnings - upper quartile - 20 days,Total,1432
2019-11-03,Weekly earnings - upper quartile - 20 days,A Primary,1294.15
2019-11-03,Weekly earnings - upper quartile - 20 days,B Goods Producing,1472.74
2019-11-03,Weekly earnings - upper quartile - 20 days,C Services,1436.42
2019-11-03,Weekly earnings - upper quartile - 20 days,Z No Match,865.38
2019-11-03,Weekly earnings - lower quartile - 20 days,Total,638.83
2019-11-03,Weekly earnings - lower quartile - 20 days,A Primary,618.56
2019-11-03,Weekly earnings - lower quartile - 20 days,B Goods Producing,851.1
2019-11-03,Weekly earnings - lower quartile - 20 days,C Services,584.1
2019-11-03,Weekly earnings - lower quartile - 20 days,Z No Match,231.62
2019-11-10,Number of paid jobs - 20 days,Total,1934570
2019-11-10,Number of paid jobs - 20 days,A Primary,85050
2019-11-10,Number of paid jobs - 20 days,B Goods Producing,353690
2019-11-10,Number of paid jobs - 20 days,C Services,1475870
2019-11-10,Number of paid jobs - 20 days,Z No Match,19960
2019-11-10,Weekly earnings - median - 20 days,Total,998.23
2019-11-10,Weekly earnings - median - 20 days,A Primary,957.3
2019-11-10,Weekly earnings - median - 20 days,B Goods Producing,1120.25
2019-11-10,Weekly earnings - median - 20 days,C Services,964.25
2019-11-10,Weekly earnings - median - 20 days,Z No Match,482.89
2019-11-10,Weekly earnings - upper quartile - 20 days,Total,1428
2019-11-10,Weekly earnings - upper quartile - 20 days,A Primary,1271.62
2019-11-10,Weekly earnings - upper quartile - 20 days,B Goods Producing,1471.15
2019-11-10,Weekly earnings - upper quartile - 20 days,C Services,1430.74
2019-11-10,Weekly earnings - upper quartile - 20 days,Z No Match,771.43
2019-11-10,Weekly earnings - lower quartile - 20 days,Total,628.68
2019-11-10,Weekly earnings - lower quartile - 20 days,A Primary,604.44
2019-11-10,Weekly earnings - lower quartile - 20 days,B Goods Producing,846.36
2019-11-10,Weekly earnings - lower quartile - 20 days,C Services,574.88
2019-11-10,Weekly earnings - lower quartile - 20 days,Z No Match,212.4
2019-11-17,Number of paid jobs - 20 days,Total,1948390
2019-11-17,Number of paid jobs - 20 days,A Primary,87270
2019-11-17,Number of paid jobs - 20 days,B Goods Producing,356330
2019-11-17,Number of paid jobs - 20 days,C Services,1484330
2019-11-17,Number of paid jobs - 20 days,Z No Match,20460
2019-11-17,Weekly earnings - median - 20 days,Total,993
2019-11-17,Weekly earnings - median - 20 days,A Primary,938.52
2019-11-17,Weekly earnings - median - 20 days,B Goods Producing,1120.08
2019-11-17,Weekly earnings - median - 20 days,C Services,961.54
2019-11-17,Weekly earnings - median - 20 days,Z No Match,550.97
2019-11-17,Weekly earnings - upper quartile - 20 days,Total,1420.5
2019-11-17,Weekly earnings - upper quartile - 20 days,A Primary,1253.75
2019-11-17,Weekly earnings - upper quartile - 20 days,B Goods Producing,1471.87
2019-11-17,Weekly earnings - upper quartile - 20 days,C Services,1421.5
2019-11-17,Weekly earnings - upper quartile - 20 days,Z No Match,841.73
2019-11-17,Weekly earnings - lower quartile - 20 days,Total,630.45
2019-11-17,Weekly earnings - lower quartile - 20 days,A Primary,590.5
2019-11-17,Weekly earnings - lower quartile - 20 days,B Goods Producing,845.72
2019-11-17,Weekly earnings - lower quartile - 20 days,C Services,577.5
2019-11-17,Weekly earnings - lower quartile - 20 days,Z No Match,225.82
2019-11-24,Number of paid jobs - 20 days,Total,1960690
2019-11-24,Number of paid jobs - 20 days,A Primary,89830
2019-11-24,Number of paid jobs - 20 days,B Goods Producing,359740
2019-11-24,Number of paid jobs - 20 days,C Services,1485310
2019-11-24,Number of paid jobs - 20 days,Z No Match,25810
2019-11-24,Weekly earnings - median - 20 days,Total,990
2019-11-24,Weekly earnings - median - 20 days,A Primary,942.31
2019-11-24,Weekly earnings - median - 20 days,B Goods Producing,1122.35
2019-11-24,Weekly earnings - median - 20 days,C Services,961.54
2019-11-24,Weekly earnings - median - 20 days,Z No Match,560
2019-11-24,Weekly earnings - upper quartile - 20 days,Total,1420.18
2019-11-24,Weekly earnings - upper quartile - 20 days,A Primary,1261.99
2019-11-24,Weekly earnings - upper quartile - 20 days,B Goods Producing,1478.57
2019-11-24,Weekly earnings - upper quartile - 20 days,C Services,1420
2019-11-24,Weekly earnings - upper quartile - 20 days,Z No Match,826.1
2019-11-24,Weekly earnings - lower quartile - 20 days,Total,630.29
2019-11-24,Weekly earnings - lower quartile - 20 days,A Primary,602.15
2019-11-24,Weekly earnings - lower quartile - 20 days,B Goods Producing,848.22
2019-11-24,Weekly earnings - lower quartile - 20 days,C Services,578.12
2019-11-24,Weekly earnings - lower quartile - 20 days,Z No Match,287.63
2019-12-01,Number of paid jobs - 20 days,Total,1979180
2019-12-01,Number of paid jobs - 20 days,A Primary,91990
2019-12-01,Number of paid jobs - 20 days,B Goods Producing,362260
2019-12-01,Number of paid jobs - 20 days,C Services,1492830
2019-12-01,Number of paid jobs - 20 days,Z No Match,32100
2019-12-01,Weekly earnings - median - 20 days,Total,999.22
2019-12-01,Weekly earnings - median - 20 days,A Primary,949.05
2019-12-01,Weekly earnings - median - 20 days,B Goods Producing,1134.4
2019-12-01,Weekly earnings - median - 20 days,C Services,966
2019-12-01,Weekly earnings - median - 20 days,Z No Match,614.14
2019-12-01,Weekly earnings - upper quartile - 20 days,Total,1429.5
2019-12-01,Weekly earnings - upper quartile - 20 days,A Primary,1270.13
2019-12-01,Weekly earnings - upper quartile - 20 days,B Goods Producing,1488.35
2019-12-01,Weekly earnings - upper quartile - 20 days,C Services,1431.68
2019-12-01,Weekly earnings - upper quartile - 20 days,Z No Match,899.54
2019-12-01,Weekly earnings - lower quartile - 20 days,Total,640.5
2019-12-01,Weekly earnings - lower quartile - 20 days,A Primary,608.58
2019-12-01,Weekly earnings - lower quartile - 20 days,B Goods Producing,858.39
2019-12-01,Weekly earnings - lower quartile - 20 days,C Services,588.84
2019-12-01,Weekly earnings - lower quartile - 20 days,Z No Match,354.31
2019-12-08,Number of paid jobs - 20 days,Total,1985460
2019-12-08,Number of paid jobs - 20 days,A Primary,92720
2019-12-08,Number of paid jobs - 20 days,B Goods Producing,362260
2019-12-08,Number of paid jobs - 20 days,C Services,1497200
2019-12-08,Number of paid jobs - 20 days,Z No Match,33280
2019-12-08,Weekly earnings - median - 20 days,Total,961.5
2019-12-08,Weekly earnings - median - 20 days,A Primary,933
2019-12-08,Weekly earnings - median - 20 days,B Goods Producing,1146.81
2019-12-08,Weekly earnings - median - 20 days,C Services,916.5
2019-12-08,Weekly earnings - median - 20 days,Z No Match,588.8
2019-12-08,Weekly earnings - upper quartile - 20 days,Total,1384.5
2019-12-08,Weekly earnings - upper quartile - 20 days,A Primary,1257.69
2019-12-08,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
2019-12-08,Weekly earnings - upper quartile - 20 days,C Services,1360
2019-12-08,Weekly earnings - upper quartile - 20 days,Z No Match,887.51
2019-12-08,Weekly earnings - lower quartile - 20 days,Total,566.95
2019-12-08,Weekly earnings - lower quartile - 20 days,A Primary,591.5
2019-12-08,Weekly earnings - lower quartile - 20 days,B Goods Producing,865
2019-12-08,Weekly earnings - lower quartile - 20 days,C Services,500
2019-12-08,Weekly earnings - lower quartile - 20 days,Z No Match,309.81
2019-12-15,Number of paid jobs - 20 days,Total,1835570
2019-12-15,Number of paid jobs - 20 days,A Primary,93270
2019-12-15,Number of paid jobs - 20 days,B Goods Producing,359690
2019-12-15,Number of paid jobs - 20 days,C Services,1349790
2019-12-15,Number of paid jobs - 20 days,Z No Match,32820
2019-12-15,Weekly earnings - median - 20 days,Total,996.8
2019-12-15,Weekly earnings - median - 20 days,A Primary,950
2019-12-15,Weekly earnings - median - 20 days,B Goods Producing,1175
2019-12-15,Weekly earnings - median - 20 days,C Services,957.42
2019-12-15,Weekly earnings - median - 20 days,Z No Match,566.4
2019-12-15,Weekly earnings - upper quartile - 20 days,Total,1424.25
2019-12-15,Weekly earnings - upper quartile - 20 days,A Primary,1276.08
2019-12-15,Weekly earnings - upper quartile - 20 days,B Goods Producing,1569.39
2019-12-15,Weekly earnings - upper quartile - 20 days,C Services,1395.18
2019-12-15,Weekly earnings - upper quartile - 20 days,Z No Match,830.85
2019-12-15,Weekly earnings - lower quartile - 20 days,Total,644.88
2019-12-15,Weekly earnings - lower quartile - 20 days,A Primary,592.61
2019-12-15,Weekly earnings - lower quartile - 20 days,B Goods Producing,880
2019-12-15,Weekly earnings - lower quartile - 20 days,C Services,595
2019-12-15,Weekly earnings - lower quartile - 20 days,Z No Match,265.25
2019-12-22,Number of paid jobs - 20 days,Total,1928010
2019-12-22,Number of paid jobs - 20 days,A Primary,91570
2019-12-22,Number of paid jobs - 20 days,B Goods Producing,355150
2019-12-22,Number of paid jobs - 20 days,C Services,1455140
2019-12-22,Number of paid jobs - 20 days,Z No Match,26150
2019-12-22,Weekly earnings - median - 20 days,Total,1000
2019-12-22,Weekly earnings - median - 20 days,A Primary,935.13
2019-12-22,Weekly earnings - median - 20 days,B Goods Producing,1147.5
2019-12-22,Weekly earnings - median - 20 days,C Services,971.25
2019-12-22,Weekly earnings - median - 20 days,Z No Match,324.91
2019-12-22,Weekly earnings - upper quartile - 20 days,Total,1442.31
2019-12-22,Weekly earnings - upper quartile - 20 days,A Primary,1269.23
2019-12-22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2019-12-22,Weekly earnings - upper quartile - 20 days,C Services,1442
2019-12-22,Weekly earnings - upper quartile - 20 days,Z No Match,655.55
2019-12-22,Weekly earnings - lower quartile - 20 days,Total,640.72
